UPC	RECEIPT ALIAS	ITEM NAME	BRAND	SIZE	COST	SUID	VENDOR	UOM	PACK
653341883995	KNEE DEEP STOUTELLA CHOC STOUT	KNEE DEEP STOUTELLA CHOCOLATE STOUT CANS 4PK	KNEE DEEP BREWING CO.	16 OZ		1441	PINNACLE IMPORTS	CS	24	
654029000819	BLANC BRUT SPARKLING CREM NV	MONTMARTE BLANC DE BLANC BRUT SPARKLING CREMANT NV	CANNON WINES	750 ML	10.5	111830	PINNACLE IMPORTS	CS	12	
654029000826	MONTMARTE ROSE SPRKLNG CREMNT NV	MONTMARTE ROSE SEC SPARKLING CREMANT NV	CANNON WINES	750 ML	10.5	111840	PINNACLE IMPORTS	CS	12	
654367783511	NOLLEN ERBEN RIESLNG SPATLESE 16	NOLLEN ERBEN RIESLING SPATLESE 2016	SOUTHEAST WINE PARTNERS LLC	750 ML	9.75	127400	PINNACLE IMPORTS	CS	12	
654367783528	NOLLEN ERBEN DORNFELDER 2014	NOLLEN ERBEN DORNFELDER 2014	SOUTHEAST WINE PARTNERS LLC	750 ML	9.75	127412	PINNACLE IMPORTS	CS	12	
654367783535	NOLLEN ERBEN NOT ROOST RIES 12	NOLLEN ERBEN NOTORIOUS ROOSTER RIESLING 2012	SOUTHEAST WINE PARTNERS LLC	750 ML	9.75	127413	PINNACLE IMPORTS	CS	12	
654367783542	NOLLEN ERBEN RIESL KABINETT 15	NOLLEN ERBEN RIESLING KABINETT 2015	SOUTHEAST WINE PARTNERS LLC	750 ML	9.75	127410	PINNACLE IMPORTS	CS	12	
654367783573	NOLLEN ERBEN RIESL AUSLESE 2015	NOLLEN ERBEN RIESLING AUSLESE 2015	SOUTHEAST WINE PARTNERS LLC	750 ML	9.75	127411	PINNACLE IMPORTS	CS	12	
656218001133	DOCKSIDE PILSNER 4X 12OZ	THOMAS CREEK DOCKSIDE PILSNER 4X6PK 12OZ	THOMAS CREEK BREWERY	12 OZ		301100	PINNACLE IMPORTS	CS	24	
656218204978	DEEP WATER DOPPLEBOCK 4X 12OZ	THOMAS CREEK DEEP WATER DOPPLEBOCK 4X6PK 12OZ	THOMAS CREEK BREWERY	12 OZ		301090	PINNACLE IMPORTS	CS	24	
656218205685	DEEP WATER DOPPLEBOCK 52GAL	THOMAS CREEK DEEP WATER DOPPLEBOCK 1/6BBL 5.2GAL	THOMAS CREEK BREWERY	5.16667GA L		304340	PINNACLE IMPORTS	EA	1	
656218237884	REVERDY SANCERRE ROSE 2016	REVERDY SANCERRE ROSE 2016	WEYGANDT-METZLER IMPORTING	750 ML	18	11917013	PINNACLE IMPORTS	CS	12	
656218273356	UP THE CRK EXTREME IPA 6X 12OZ	THOMAS CREEK UP THE CREEK EXTREME IPA 6X4PK 12OZ	THOMAS CREEK BREWERY	12 OZ		301150	PINNACLE IMPORTS	CS	24	
656218514152	BANANA SPLIT 12OZ	THOMAS CREEK BANANA SPLIT 12OZ 4PK	THOMAS CREEK BREWERY	12 OZ		304331	PINNACLE IMPORTS	CS	24	
656218764205	TRIFECTA IPA CANS	THOMAS CREEK TRIFECTA IPA CANS	THOMAS CREEK BREWERY	12 OZ		1534	PINNACLE IMPORTS	CS	24	
656218812364	APPALACHIAN AMBER ALE 4X 12OZ	THOMAS CREEK APPALACHIAN AMBER ALE 4X6PK 12OZ	THOMAS CREEK BREWERY	12 OZ		301070	PINNACLE IMPORTS	CS	24	
656218819974	COFFEE OATMEAL STOUT 4	THOMAS CREEK COFFEE OATMEAL STOUT 4/6PK	THOMAS CREEK BREWERY	12 OZ		121840	PINNACLE IMPORTS	CS	24	
656218969525	STILLWATER VAN CREAM ALE 12OZ	THOMAS CREEK STILLWATER VANILLA CREAM ALE 4X6PK 12OZ	THOMAS CREEK BREWERY	12 OZ		301140	PINNACLE IMPORTS	CS	24	
656218969525	SPY VALLEY ENVOY PN NOIR 2011	SPY VALLEY ENVOY PINOT NOIR 2011 6PK	BROADBENT SELECTIONS	750 ML	39	10800011	PINNACLE IMPORTS	CS	6	
656218986355	CLASS FIVE IPA 4X 12OZ	THOMAS CREEK CLASS FIVE IPA 4X6PK 12OZ	THOMAS CREEK BREWERY	12 OZ		301080	PINNACLE IMPORTS	CS	24	
656218993728	TRIFECTA IPA 4 12OZ	THOMAS CREEK TRIFECTA IPA 4/6PK 12OZ	THOMAS CREEK BREWERY	12 OZ		121841	PINNACLE IMPORTS	CS	24	
663194000142	DE DOLLE SPEC EXPORT STOUT112	DE DOLLE SPECIAL EXPORT STOUT 20PK/11.2	B. UNITED	11.2 OZ		301460	PINNACLE IMPORTS	CS	20	
666056000090	VELENOSI ROSSO PICENO BRECC 14	VELENOSI ROSSO PICENO BRECCIAROLO 2014	DOMAINE SELECT WINE ESTATE	750 ML	14.25	127423	PINNACLE IMPORTS	CS	12	
666056000199	QUATTRO MANI MONTEPULCIANO 2016	QUATTRO MANI MONTEPULCIANO 2016	DOMAINE SELECT WINE ESTATE	750 ML	11.25	106360	PINNACLE IMPORTS	CS	12	
666056000205	VELENOSI VERDICCIO 2015	VELENOSI VERDICCIO 2015	DOMAINE SELECT WINE ESTATE	750 ML	14.25	127420	PINNACLE IMPORTS	CS	12	
666056000236	VELENOSI LACRIMA DI MORRO 2015	VELENOSI LACRIMA DI MORRO 2015	DOMAINE SELECT WINE ESTATE	750 ML	14.25	127422	PINNACLE IMPORTS	CS	12	
666056000359	VELENOSI PECORINO 2016	VELENOSI PECORINO 2016	DOMAINE SELECT WINE ESTATE	750 ML	14.25	127421	PINNACLE IMPORTS	CS	12	
670580002178	BERGSTROM OLD STONE CHRDNY 2014	BERGSTROM OLD STONE CHRDNY 2014	BERGSTROM	750 ML	21	104453	PINNACLE IMPORTS	CS	12	
670580009177	BERGSTROM SIGRID CHRDNY 10	BERGSTROM SIGRID CHRDNY 2010 6PACK	BERGSTROM	750 ML	64	104450	PINNACLE IMPORTS	CS	6	
670580100171	BERGSTROM SILICE PN NOIR 2015	BERGSTROM SILICE PINOT NOIR 2015 6PK	BERGSTROM	750 ML	52.5	11521114	PINNACLE IMPORTS	CS	6	
675829502013	FORMATION CHRDNY 2013	FORMATION CHRDNY 2013	VINO DEL SOL	750 ML	12.75	101470	PINNACLE IMPORTS	CS	12	
675829502068	FORMATION PN NOIR 2014	FORMATION PINOT NOIR 2014	VINO DEL SOL	750 ML	12.75	101490	PINNACLE IMPORTS	CS	12	
676814000231	PORTAZ VIN DE SAVOIE APREMONT 15	DOM PORTAZ VIN DE SAVOIE APREMONT 2015	NORTH BERKELEY IMPORTS	750 ML	14.25	126690	PINNACLE IMPORTS	CS	12	
677925000141	GERTRUDE TOSCANA ROSSO 14	LA MAIALINA GERTRUDE TOSCANA ROSSO 2014	DOMAINE SELECT WINE ESTATE	750 ML	12	107201	PINNACLE IMPORTS	CS	12	
677925000387	GILFRDO TOSCANA BIANCO 2014	LA MAIALINA GILFRDO TOSCANA BIANCO 2014	DOMAINE SELECT WINE ESTATE	750 ML	12	107202	PINNACLE IMPORTS	CS	12	
683318626218	FITVINE CAB 2015	FITVINE CABERNET 2015	MHW LTD/ FIT VINE LLC	750 ML	12.75	1968	PINNACLE IMPORTS	CS	12	
683318626225	FITVINE CHRDNY 2016	FITVINE CHRDNY 2016	MHW LTD/ FIT VINE LLC	750 ML	12.75	1966	PINNACLE IMPORTS	CS	12	
683318626232	FITVINE PN NOIR 2016	FITVINE PINOT NOIR 2016	MHW LTD/ FIT VINE LLC	750 ML	15.75	1967	PINNACLE IMPORTS	CS	12	
683318626249	FITVINE SAUV BLANC 2016	FITVINE SAUV BLANC 2016	MHW LTD/ FIT VINE LLC	750 ML	12.75	1969	PINNACLE IMPORTS	CS	12	
683318626263	FITVINE PINOT GRIGIO 2016	FITVINE PINOT GRIGIO 2016	MHW LTD/ FIT VINE LLC	750 ML	12.75	1970	PINNACLE IMPORTS	CS	12	
683318988248	PHANTASMAGORIA DIPA CANS	PRAIRIE PHANTASMAGORIA DIPA CANS	KREBS BREWING CO (PRAIRIE)	12 OZ		1685	PINNACLE IMPORTS	CS	24	
683318988255	VOUS FR BRETT COND SAISON BOT	PRAIRIE VOUS FRANCAIS BRETT CONDITIONED SAISON BOTTLE	KREBS BREWING CO (PRAIRIE)	24.5 OZ		1687	PINNACLE IMPORTS	CS	12	
683318988309	4TH ANN ALE SOUR AGED GINGER	PRAIRIE 4TH ANNIVERSARY ALE (SOUR AGED ON GINGER) (LR)	KREBS BREWING CO (PRAIRIE)	16.9 OZ		1691	PINNACLE IMPORTS	CS	12	
683318988323	STOUT W TOASTED COCO  VAN	PRAIRIE PARADISE STOUT W/ TOASTED COCONUT & VANILLA BOTTLES	KREBS BREWING CO (PRAIRIE)	12 OZ		1681	PINNACLE IMPORTS	CS	12	
683318988415	PRISON RODEO HOPPY COFFEE ALE	PRAIRIE PRISON RODEO HOPPY COFFEE ALE (LR)	KREBS BREWING CO (PRAIRIE)	12 OZ		1709	PINNACLE IMPORTS	CS	24	
683318988422	TWIST DRY HOPPED SOUR CANS	PRAIRIE TWIST DRY HOPPED SOUR CANS	KREBS BREWING CO (PRAIRIE)	12 OZ		1707	PINNACLE IMPORTS	CS	24	
683318988439	VAPE TRICKS SOUR CHERRY CANS	PRAIRIE VAPE TRICKS SOUR CHERRY CANS (LR)	KREBS BREWING CO (PRAIRIE)	12 OZ		1743	PINNACLE IMPORTS	CS	24	
689076060997	HOPPIN FROG MEAN MANALISHI 2 IPA	HOPPIN FROG MEAN MANALISHI DOUBLE IPA	HOPPIN FROG BREWERY	22 OZ		123150	PINNACLE IMPORTS	CS	12	
689076200293	CDR LE BOUQUET DES GARRIGUES 12	CAILLOU CDR LE BOUQUET DES GARRIGUES 2012	NORTH BERKELEY IMPORTS	750 ML	22.5	11132012	PINNACLE IMPORTS	CS	12	
689076200293	CAILLOU COTES CDR CUVEE UNIQ 14	CAILLOU COTES CDR VV CUVEE UNIQUE 2014	NORTH BERKELEY IMPORTS	750 ML	22.5	11132011	PINNACLE IMPORTS	CS	12	
689076839341	HOPPIN FROG GOOSE JUICE RYE IPA	HOPPIN FROG GOOSE JUICE RYE IPA	HOPPIN FROG BREWERY	22 OZ		123141	PINNACLE IMPORTS	CS	12	
689076839341	HOPPIN FROG HOPPIN TO HEAVEN IPA	HOPPIN FROG HOPPIN TO HEAVEN IPA	HOPPIN FROG BREWERY	22 OZ		123140	PINNACLE IMPORTS	CS	12	
689076839549	HOPPIN FROG BORIS OAT IMP STOUT	HOPPIN FROG BORIS CRUSHER OATMEAL IMPERIAL STOUT	HOPPIN FROG BREWERY	22 OZ		120330	PINNACLE IMPORTS	CS	12	
689192040270	DOM SER EVENSTAD RES PN NOIR 13	DOMAINE SERENE EVENSTAD RESERVE PINOT NOIR 2013	DOMAINE SERENE	750 ML	59.25	11527013	PINNACLE IMPORTS	CS	12	
689192050170	DOMAINE SERENE ROSE	DOMAINE SERENE ROSE	DOMAINE SERENE	750 ML	24.75	104600	PINNACLE IMPORTS	CS	12	
689192370278	DOM SER EVENSTAD RES PN NOIR 14	DOMAINE SERENE EVENSTAD RESERVE PINOT NOIR 2014	DOMAINE SERENE	750 ML	59.25	1757	PINNACLE IMPORTS	CS	6	
689192371374	DOM SER JERUSALEM HILL PN 2013	DOMAINE SERENE JERUSALEM HILL PN 2013	DOMAINE SERENE	750 ML	77	127390	PINNACLE IMPORTS	CS	12	
689192372876	DOM SER RECOLTE CHRDNY 2013	DOMAINE SERENE RECOLTE CHRDNY 2013	DOMAINE SERENE	750 ML	79	127370	PINNACLE IMPORTS	CS	6	
690604000393	GASSIER NOSTRE PAIS RD 2013	GASSIER NOSTRE PAIS RD 2013	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	15.75	120571	PINNACLE IMPORTS	CS	12	
690604000485	GASSIER NOSTRE PAIS WHT 2013	GASSIER NOSTRE PAIS WHITE 2013	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	15.75	120572	PINNACLE IMPORTS	CS	12	
690604000492	WILLAKENZIE ALIETTE PN NOIR 2013	WILLAKENZIE ALIETTE PINOT NOIR 2013	JACKSON FAMILY ENTERPRISES	750 ML	42.75	105215	PINNACLE IMPORTS	CS	6	
690604000492	GASSIER CERCIUS VV ROUGE 2014	GASSIER CERCIUS VV ROUGE 2014	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	12.75	120575	PINNACLE IMPORTS	CS	12	
690604000508	GASSIER CERCIUS BLANC 2015	GASSIER CERCIUS BLANC 2015	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	11.25	126270	PINNACLE IMPORTS	CS	12	
696859065750	FR BROAD GATEWAY KOLSCH 4 CANS	FRENCH BROAD GATEWAY KOLSCH 4/6PK CANS	FRENCH BROAD BREWERY	12 OZ		123500	PINNACLE IMPORTS	CS	24	
696859065767	FR BROAD WEE HEAVYER 4 CANS	FRENCH BROAD WEE HEAVY-ER 4/6PK CANS	FRENCH BROAD BREWERY	12 OZ		123490	PINNACLE IMPORTS	CS	24	
696859065767	MARCARINI ROERO ARNEIS DOC 2014	MARCARINI ROERO ARNEIS DOC 2014	EMPSON USA INC	750 ML	18	119141	PINNACLE IMPORTS	CS	12	
699176203317	VERHEGHE DCHESSE BORGGNE FLMSH	BROUWERIJ VERHAEGHE DUCHESSE DE BOURGOGNE FLEMISH RD 6/4PK	D & V INTERNATIONAL	11.2 OZ		301560	PINNACLE IMPORTS	CS	24	
699176257518	ST BERNARDUS TRIPEL 12254OZ	ST BERNARDUS TRIPEL 12/25.4OZ	D & V INTERNATIONAL	24.5 OZ		302640	PINNACLE IMPORTS	CS	12	
699176267517	ST BERNARDUS PRIOR 8 12254OZ	ST BERNARDUS PRIOR 8 12/25.4OZ	D & V INTERNATIONAL	24.5 OZ		302630	PINNACLE IMPORTS	CS	12	
699176513317	ST BERNARDUS CHRISTMAS ALE 6	ST BERNARDUS CHRISTMAS ALE 6/4PK	D & V INTERNATIONAL	11.2 OZ		121210	PINNACLE IMPORTS	CS	24	
699176513317	ST BERNARDUS PRIOR 8 6112OZ	ST BERNARDUS PRIOR 8 6/4PK/11.2OZ	D & V INTERNATIONAL	11.2 OZ		117630	PINNACLE IMPORTS	CS	24	
699176523316	ST BERNARDUS ABT 12 6112OZ	ST BERNARDUS ABT 12 6/4PK/11.2OZ	D & V INTERNATIONAL	11.2 OZ		117610	PINNACLE IMPORTS	CS	24	
699176533315	SPY VALLEY RIESLING 2012	SPY VALLEY RIESLING 2012	BROADBENT SELECTIONS	750 ML	15.75	108021	PINNACLE IMPORTS	CS	12	
699176587516	BRWRJ VERHEGHE KRIEKENBR 11.2Z	BROUWERIJ VERHAEGHE ECHT KRIEKENBIER 6/4PK 11.2OZ *	D & V INTERNATIONAL	11.2 OZ		301480	PINNACLE IMPORTS	CS	24	
699176613345	BRSSERE ROCS BRUNE 6 112OZ 	BRASSERIE DE ROCS BRUNE 6/4PK 11.2OZ *	D & V INTERNATIONAL	11.2 OZ		301530	PINNACLE IMPORTS	CS	24	
699176633343	ST BERNARDUS WIT 12254OZ	ST BERNARDUS WIT 12/25.4OZ	D & V INTERNATIONAL	24.5 OZ		302660	PINNACLE IMPORTS	CS	12	
699176913346	BRNRDS PCK WGLSS ABT PTR PRR TRP	ST BERNARDUS GIFT PACK W/GLASS - ABT PATER PRIOR & TRIP	D & V INTERNATIONAL	11.2 OZ		301240	PINNACLE IMPORTS	CS	24	
702631024263	TERRABIANCA CAMPACCIO 2013	TERRABIANCA CAMPACCIO 2013	EMPSON USA INC	750 ML	27.75	10730009	PINNACLE IMPORTS	CS	12	
705105469317	BEVRTWN QELLE ENGLISH SAISON 20L	BEAVERTOWN QUELLE ENGLISH SAISON 20L	B. UNITED	20 L		125263	PINNACLE IMPORTS	EA	1	
705105608662	HORSE  PLOW FARMSTEAD RD 2015	HORSE & PLOW FARMSTEAD RD 2015	HORSE & PLOW	750 ML	14.75	10169012	PINNACLE IMPORTS	CS	12	
705105631332	LUTEA LOS CARNEROS PN NOIR 2010	LUTEA LOS CARNEROS PINOT NOIR 2010	LUTEA	750 ML	14.75	101920	PINNACLE IMPORTS	CS	12	
705105777443	FR BROAD IPA 12  22 OUNCE	FRENCH BROAD IPA 12 / 22 OUNCE	FRENCH BROAD BREWERY	22 OZ		302480	PINNACLE IMPORTS	CS	12	
715962081119	FROGS LEAP SAUV BLANC 2016	FROGS LEAP SAUVIGNON BLANC 2016	FROGS LEAP	750 ML	18.75	10144013	PINNACLE IMPORTS	CS	12	
715962081157	FROGS LEAP ZINFANDEL 2015	FROGS LEAP ZINFANDEL 2015	FROGS LEAP	750 ML	24.75	10143012	PINNACLE IMPORTS	CS	12	
715962082130	FROGS LEAP ESTATE CAB SAUV 2015	FROGS LEAP ESTATE CABERNET SAUVIGNON 2015	FROGS LEAP	750 ML	39.5	101391	PINNACLE IMPORTS	CS	12	
715962082185	FROGS LEAP CHRDNY 2016	FROGS LEAP CHRDNY 2016	FROGS LEAP	750 ML	25.5	11600012	PINNACLE IMPORTS	CS	12	
716819005265	ENRQE FOSTER MALBEC RESERVE 09	ENRIQUE FOSTER MALBEC RESERVE 2009	DREYFUS - ASHBY	750 ML	19.5	109001	PINNACLE IMPORTS	CS	12	
716819005289	CRS SSANA BLBO SYRAHBNARDA 11	CRIOS DE SUSANA BALBO SYRAH-BONARDA 2011	FOLIO WINE COMPANY LLC	750 ML	12.75	108920	PINNACLE IMPORTS	CS	12	
717208272404	BISHOPS PEAK CHRDNY 2016	BISHOPS PEAK CHRDNY 2016	TALLEY VINEYARDS	750 ML	14.25	103780	PINNACLE IMPORTS	CS	12	
717208272404	BSQ DS PAPES CHANTELEMERLE 13	BOSQ. DES PAPES CHANTELEMERLE 2013	WINES OF FRANCE	750 ML	61.5	121753	PINNACLE IMPORTS	CS	12	
717208272732	BSHPS PK ELEVATION RD BLEND 14	BISHOPS PEAK ELEVATION RD BLEND 2014	TALLEY VINEYARDS	750 ML	20.25	103765	PINNACLE IMPORTS	CS	12	
717208277607	BISHOPS PEAK PN NOIR 2014	BISHOPS PEAK PINOT NOIR 2014	TALLEY VINEYARDS	750 ML	18	115130	PINNACLE IMPORTS	CS	12	
717208277607	BISHOPS PEAK REISLING 2014	BISHOPS PEAK REISLING 2014	TALLEY VINEYARDS	750 ML	14.25	103790	PINNACLE IMPORTS	CS	12	
717208277607	BOSQ DES PAPES GLOIRDEMON 2012	BOSQ. DES PAPES GLOIRDEMON 2012	WINES OF FRANCE	750 ML	51	121751	PINNACLE IMPORTS	CS	12	
717208883242	TALLEY ARROYO CHARD 2014	TALLEY ARROYO CHARD 2014	TALLEY VINEYARDS	750 ML	21	10380012	PINNACLE IMPORTS	CS	12	
717208896243	TALLEY CHARD OLIVERS 2014	TALLEY CHARD OLIVERS 2014	TALLEY VINEYARDS	750 ML	27.75	10381013	PINNACLE IMPORTS	CS	6	
717208896243	TALLEY OLIVERS CHRDNY 2012	TALLEY OLIVERS CHRDNY 6PK 2012	TALLEY VINEYARDS	750 ML	27	10381012	PINNACLE IMPORTS	CS	6	
721354200310	LECLE N 41 CLMBA VLLY SYRH 12	LECOLE NO. 41 COLUMBIA VALLEY SYRAH 2012	LECOLE NO. 41	750 ML	20.25	10527011	PINNACLE IMPORTS	CS	12	
721354201225	LECLE N 41 WALLA WALLA MRLT 12	LECOLE NO. 41 WALLA WALLA MERLOT 2012	LECOLE NO. 41	750 ML	30	105254	PINNACLE IMPORTS	CS	12	
721354850034	LECOLE NO 41 FRTOWN RD 2014	LECOLE NO. 41 FRENCHTOWN RD 2014	LECOLE NO. 41	750 ML	18.75	105261	PINNACLE IMPORTS	CS	12	
721354880017	LECLE N 41 CLMBA VLLY CHRDNY 15	LECOLE NO. 41 COLUMBIA VALLEY CHRDNY 2015	LECOLE NO. 41	750 ML	18	105260	PINNACLE IMPORTS	CS	12	
721354890023	LECLE 41 CLMBA VLLY CHNN BLNC 14	LECOLE NO. 41 COLUMBIA VALLEY CHENIN BLANC 2014	LECOLE NO. 41	750 ML	13.5	105272	PINNACLE IMPORTS	CS	12	
721354890023	LECLE N 41 CLMBA VLLY SMLLN 14	LECOLE NO. 41 COLUMBIA VALLEY SEMILLON 2014	LECOLE NO. 41	750 ML	12.75	105271	PINNACLE IMPORTS	CS	12	
721354890030	WOSTYNTJE MUSTARD ALE  24112OZ	WOSTYNTJE MUSTARD ALE / 24/11.2OZ	B. UNITED	11.2 OZ		117801	PINNACLE IMPORTS	CS	24	
721354890030	LECLE N 41 CLMBA VLLY MRLT 13	LECOLE NO. 41 COLUMBIA VALLEY MERLOT 2013	LECOLE NO. 41	750 ML	21	12170011	PINNACLE IMPORTS	CS	12	
721354890047	LECLE N 41 CLUMBA CAB SAUV 14	LECOLE NO. 41 COLUMBIA CAB SAUV 2014	LECOLE NO. 41	750 ML	25.5	105250	PINNACLE IMPORTS	CS	12	
721354970015	LECLE N 41 WALLA WALLA CB SV 12	LECOLE NO. 41 WALLA WALLA CABERNET SAUVIGNON 2012	LECOLE NO. 41	750 ML	33	105251	PINNACLE IMPORTS	CS	12	
721512000622	FREY NATURAL WHT	JGS-FREY NATURAL WHITE	JOHNNY GREEN SEEDS	750 ML	10.5	126089	PINNACLE IMPORTS	CS	12	
721512000653	FREY ORG ZIN 14	JGS-FREY ORG ZIN 14	JOHNNY GREEN SEEDS	750 ML	14.25	126086	PINNACLE IMPORTS	CS	12	
721512000691	FREY NATURAL RD	JGS-FREY NATURAL RD	JOHNNY GREEN SEEDS	750 ML	11.25	126088	PINNACLE IMPORTS	CS	12	
721512000721	FREY ORG CHARD 16	JGS-FREY ORG CHARD 16	JOHNNY GREEN SEEDS	750 ML	14.25	126087	PINNACLE IMPORTS	CS	12	
721512000745	FREY ORG CAB 16	JGS-FREY ORG CAB 16	JOHNNY GREEN SEEDS	750 ML	15	126079	PINNACLE IMPORTS	CS	12	
721512000752	FREY ORG PN NOIR 15	JGS-FREY ORG PINOT NOIR 15	JOHNNY GREEN SEEDS	750 ML	16.5	126085	PINNACLE IMPORTS	CS	12	
721512000776	FREY BIODYNAMIC CAB 14	JGS-FREY BIODYNAMIC CAB 14	JOHNNY GREEN SEEDS	750 ML	16.5	126082	PINNACLE IMPORTS	CS	12	
721512000776	PIBRNON BANDOL NUANCES ROSE 14	PIBARNON BANDOL NUANCES ROSE 2014	NORTH BERKELEY IMPORTS	750 ML	45	111805	PINNACLE IMPORTS	CS	12	
721512000806	FREY BIODYNAMIC ZIN 15	JGS-FREY BIODYNAMIC ZIN 15	JOHNNY GREEN SEEDS	750 ML	16.5	126083	PINNACLE IMPORTS	CS	12	
721512005016	PACIFIC RDWOOD CAB 16	JGS-PACIFIC RDWOOD CAB 16	JOHNNY GREEN SEEDS	750 ML	11.25	126140	PINNACLE IMPORTS	CS	12	
721512005023	PACIFIC RDWOOD MERLOT 15	JGS-PACIFIC RDWOOD MERLOT 15	JOHNNY GREEN SEEDS	750 ML	11.25	126142	PINNACLE IMPORTS	CS	12	
721512005030	PACIFIC RDWOOD PN NOIR 16	JGS-PACIFIC RDWOOD PINOT NOIR 16	JOHNNY GREEN SEEDS	750 ML	15	126143	PINNACLE IMPORTS	CS	12	
721512005047	PACIFIC RDWOOD RD NV	JGS-PACIFIC RDWOOD RD NV	JOHNNY GREEN SEEDS	750 ML	9	126144	PINNACLE IMPORTS	CS	12	
721512005054	PACIFIC RDWOOD SYRAH 15	JGS-PACIFIC RDWOOD SYRAH 15	JOHNNY GREEN SEEDS	750 ML	11.25	126145	PINNACLE IMPORTS	CS	12	
721512005061	PACIFIC RDWOOD CHARD 16	JGS-PACIFIC RDWOOD CHARD 16	JOHNNY GREEN SEEDS	750 ML	11.25	126141	PINNACLE IMPORTS	CS	12	
721512010058	FREY BIODYNAMIC FIELD BLEND 2016	JGS-FREY BIODYNAMIC FIELD BLEND 2016	JOHNNY GREEN SEEDS	750 ML	13.5	126084	PINNACLE IMPORTS	CS	12	
721512010065	FREY AGRICULTURIST RD N V	JGS-FREY AGRICULTURIST RD N V	JOHNNY GREEN SEEDS	750 ML	11.25	126081	PINNACLE IMPORTS	CS	12	
721512010072	FREY AGRICULTURIST BLANC 2014	JGS-FREY AGRICULTURIST BLANC 2014	JOHNNY GREEN SEEDS	750 ML	11.25	126080	PINNACLE IMPORTS	CS	12	
722588000158	SWANSON CYGNET NAPA MERLOT 2013	SWANSON CYGNET NAPA MERLOT 2013	VINTAGE WINE ESTATES	750 ML	28.5	103721	PINNACLE IMPORTS	CS	12	
722588589028	VIEUX DONJON CDP 2015 375ML	VIEUX DONJON CDP 2015 375ML	WINES OF FRANCE	375 ML	23.96	1449	PINNACLE IMPORTS	CS	24	
722588589028	SWANSON NAPA MERLOT 2013	SWANSON NAPA MERLOT 2013	VINTAGE WINE ESTATES	750 ML	24	11512012	PINNACLE IMPORTS	CS	12	
722588602024	SWANSON PINOT GRIGIO 2016	SWANSON PINOT GRIGIO 2016	VINTAGE WINE ESTATES	750 ML	17.25	122740	PINNACLE IMPORTS	CS	12	
722598249493	CRIOS CAB 2014	CRIOS CAB 2014	FOLIO WINE COMPANY LLC	750 ML	11.25	108880	PINNACLE IMPORTS	CS	12	
726452000091	TOSCOLO CHINTI CLSSCO 15 BL LBEL	TOSCOLO CHIANTI CLASSICO 2015 BL LABEL	EMPSON USA INC	750 ML	15	115340	PINNACLE IMPORTS	CS	12	
726452000152	MONTE ANTICO IGT 2013	MONTE ANTICO IGT 2013	EMPSON USA INC	750 ML	12	107180	PINNACLE IMPORTS	CS	12	
726452001210	CH MALRTC LAGRVERE BLNC PSSC 05	CH. MALARTIC LAGRAVIERE BLANC PESSAC 2005	PINNACLE IMPORTS	750 ML	60	113770	PINNACLE IMPORTS	CS	12	
726452001210	TOSCOLO CHINTI 16 ORANGE LABEL	TOSCOLO CHIANTI 2016 ORANGE LABEL	EMPSON USA INC	750 ML	11.25	107320	PINNACLE IMPORTS	CS	12	
726452002347	CH VALANDRD SAINT EMILION 05	CH. DE VALANDRAUD SAINT EMILION 2005	PINNACLE IMPORTS	750 ML	413.5	114060	PINNACLE IMPORTS	CS	12	
726452002446	BCCI VRDICCHO CLSSCO CSTLLI JSI 	BUCCI VERDICCHIO CLASSICO DEL CASTELLI DI JESI 2015	EMPSON USA INC	750 ML	21	10660013	PINNACLE IMPORTS	CS	12	
726452002613	WJ GRAHAMS FINE TAWNY PORT	W. & J. GRAHAMS FINE TAWNY PORT	PREMIUM PORT WINES	750 ML	16.5	105652	PINNACLE IMPORTS	CS	12	
726452002699	CONTRNO DOLCTTO BRCCO BASTA	CONTERNO FANTINO DOLCETTO BRICCO BASTIA 2013	EMPSON USA INC	750 ML	21	119132	PINNACLE IMPORTS	CS	12	
726452002880	SHARDANA VLLI DI PORTO PINO 09	SHARDANA VALLI DI PORTO PINO 2009	EMPSON USA INC	750 ML	24.75	10705008	PINNACLE IMPORTS	CS	12	
726452002989	CANELLA BELLINI NV	CANELLA BELLINI NV	EMPSON USA INC	750 ML	13.5	107370	PINNACLE IMPORTS	CS	12	
726452003672	HPPN THE DESTRYRDBL IMPRL STT	HOPPIN FROG DORIS THE DESTROYER DOUBLE IMPERIAL STOUT	HOPPIN FROG BREWERY	22 OZ		120370	PINNACLE IMPORTS	CS	12	
726452003672	CONTRNO FNTNO BARBRA VGNTA DC 13	CONTERNO FANTINO BARBERA VIGNOTA DOC 2013	EMPSON USA INC	750 ML	29.5	119131	PINNACLE IMPORTS	CS	12	
726452006291	LIGI EINDI DOLCTTO DGLINI VGNA 	LUIGI EINAUDI DOLCETTO DI DOGLIANI VIGNA TECC DOC 2012	EMPSON USA INC	750 ML	25.5	10680012	PINNACLE IMPORTS	CS	12	
